Collection Name,Collection Description,Unit Name,Collection ID,Title,Date Issued,Creator,Alternative Title,Translated Title,Uniform Title,Statement Of Responsibility,Date Created,Copyright Date,Abstract,Note,Note Type,Note,Note Type,Note,Note Type,Format,Resource Type,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Publisher,Subject,Related Item Label,Related Item Url,Geographic Subject,Temporal Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Bibliographic Id,Language,Terms Of Use,Table Of Contents,Physical Description,Other Identifier Type,Other Identifier,Comment,File Label,File Title,Instantiation Label,Instantiation Id,Instantiation Streaming URL,Instantiation Duration,Instantiation Mime Type,Instantiation Audio Bitrate,Instantiation Audio Codec,Instantiation Video Bitrate,Instantiation Video Codec,Instantiation Width,Instantiation Height,File Location,File Checksum,File Size,File Duration,File Aspect Ratio,File Frame Size,File Format,File Date Digitized,File Caption Text,File Caption Type,File Other Id,File Comment
Say Brother,,Default Unit,,Daufuskie Island: Land Where My Fathers Died,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Examination of South Carolina's Sea Coast Islands where traditional African American culture may become extinct as a result of island development. Former Bostonian Emory Campbell and island residents are leaders in the fight to preserve their land and culture. A coproduction with WPBA-TV Atlanta.


ITEM DESCRIPTION: Original Footage of a person explaining how a local community used to carry bodies to graveyard, before the road was destroyed so the people couldn't get to haig point and bury their dead",Original footage,Item Type,"1/20/2020 EMu: Two separate mono channels. Breakups between segments. Breakups at tail. , No Bars and Tone, Audio Hiss, Beginning Cut Off, Video Picture Breaks up",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,227055,,,barcode227055.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227055/PreservationMaster/barcode227055.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Dr. Debra Prothrow-Stith swearing in part 1
Swearing in ceremony for Dr. Debra Prothrow-Stith as Commissioner of Public Health",Original footage,Item Type,"1/20/2020 EMu: No tone on bars at top. Audio levels fluctuate between channels. Transitional breakups. , Video Picture Breaks up, Audio Hiss",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,227431,,,barcode227431.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227431/PreservationMaster/barcode227431.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Dr. Debra Prothrow-Stith swearing in part 2
Swearing in ceremony for Dr. Debra Prothrow-Stith as Commissioner of Public Health",Original footage,Item Type,"1/20/2020 EMu: Audio levels fluctuate between channels. , No Bars and Tone, Audio Hiss, Beginning Cut Off, Video Picture Breaks up",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,227432,,,barcode227432.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227432/PreservationMaster/barcode227432.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: Minister Don Muhammad on drugs part 1
Raw Recording of street interview with minister Don Muhammad",Original footage,Item Type,"1/20/2020 EMu: Breakups over bars at top. Audio over bars at top related to footage. Audio levels fluctuate between channels.  , Audio Low Levels, Video Picture Breaks up",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Social Issues,US Ethnic Minorities,Religion,,,,,,,,,,,,,video recording identifier,227433,,,barcode227433.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227433/PreservationMaster/barcode227433.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: Minister Don Muhammad on drugs part 2
Raw Recording of street interview with minister Don Muhammad",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Audio over bars related to footage. Two separate mono channels.  , Audio Hiss",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Social Issues,,,,,,,,,,,,,,,video recording identifier,227434,,,barcode227434.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227434/PreservationMaster/barcode227434.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: Raw recording of street interview with Jack Cullen",Original footage,Item Type,"1/20/2020 EMu: Audio over bars related to footage.  , Audio Hiss, Audio Low Levels",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Social Issues - Racism,,,,,,,,,,,,,,,video recording identifier,227435,,,barcode227435.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227435/PreservationMaster/barcode227435.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: b-roll of Sonoma Street at night",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Static between segments. , Audio Hiss, Audio Hum, Video Picture Breaks up, Audio Low Levels",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,227436,,,barcode227436.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227436/PreservationMaster/barcode227436.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: 


ITEM DESCRIPTION: Sit down interview with Amanda Houston about her neighborhood changing over the years, crime in the area",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Audio over bars at top related to footage. Audio levels fluctuate between channels.  , Audio Hiss",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,227437,,,barcode227437.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227437/PreservationMaster/barcode227437.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Musical Performance by Paula Elliot and Friends, a Jazz band",Original footage,Item Type,"1/21/2020 EMu: Static at top. Breakups over bars at top.  , Analog Video Dropouts, Video Picture Breaks up, Audio Hiss",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,,,,,,,,,,,,,,,video recording identifier,227705,,,barcode227705.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227705/PreservationMaster/barcode227705.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Reading Aloud,,Default Unit,,Charles Dickens: Barnaby Rudge,2020-02-07,,,,,,1979-06-29,,"PROGRAM DESCRIPTION: Radio.


ITEM DESCRIPTION: This episode of Welcome to Austria features excerpts from Johann Strauss's ""Blue Danube Waltz"" and Gustav Mahler's Symphony no. 1, the song ""Free Me From the Bonds of Your Sweetness, My Love"", and a Strauss polka.",Radio program (Master),Item Type,"2/7/2020 SB: The test tone occasionally alternates between channels. High frequencies fluctuate slightly at the end., Audio Hiss, Audio Pops and/or Clicks, Audio Distortion",Technical Notes,Performance in a Studio,Content Type,,Sound,,,,,,,,,,,,,,,Literature,,,,,,,,,,,,,,,video recording identifier,227939,,,barcode227939_01.wav,http://hls-streaming.mla-int.wgbh.org/avalon/23065/barcode227939/PreservationMaster/barcode227939_01.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,1989-01-28,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Workshop 1 on african drumming, and its meaning to various cultures and histories, interspersed by performances, all by Babatunde Olatunji, for the purpose of spreading the art and cultures of african drumming",Original footage,Item Type,"1/21/2020 APr: No tone on bars. Audio channels fluctuate. , Audio Hiss",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,Education,Music,Peoples of Western Africa,Social Issues - Racism,Social Issues - Inequality,Peoples of West Africa,,,,,,,,,,video recording identifier,227988,,,barcode227988.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227988/PreservationMaster/barcode227988.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,1986-01-15,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Raw footage of Interview with tenants in Franklin Park neighborhood",Original footage,Item Type,"1/21/2020 APr: No tone on bars. Audio content over bars.  , Audio Hiss, End Cut Off, Video Picture Breaks up",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Local Communities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,227989,,,barcode227989.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227989/PreservationMaster/barcode227989.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,1986-01-15,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Tenant Captains  1 tape #8
B Roll of apartment in Franklin Park neighborhood showing the poor conditions people have to live in",Original footage,Item Type,"Audio Hiss, No Bars and Tone, Beginning Cut Off, End Cut Off",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Local Communities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,227990,,,barcode227990.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode227990/PreservationMaster/barcode227990.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
